cycleNo	real_time	time	sim_strain_normal	sim_strain	strain	strain_t	force	stress	Stress_Phase1	Stress_Phase2	stress_t	Stress_Phase1_t	Stress_Phase2_t	Strain_Phase1_t	Strain_Phase2_t
10	181.4	14.5	0.32585	0.004887785	0.0034	0.003394233	0.063566484	70.62942697	5.52E+01	1.29E+02	70.87	55.37	129.17	2.65E-03	6.19E-03
10	181.5	14.6	0.35563	0.005334381	0.0043	0.004290781	0.096352403	107.0582251	8.36E+01	1.95E+02	107.52	84.01	195.97	3.35E-03	7.82E-03
10	181.6	14.7	0.38597	0.005789524	0.0049	0.004888034	0.110612685	122.9029838	9.60E+01	2.24E+02	123.51	96.50	225.10	3.82E-03	8.91E-03
10	181.7	14.8	0.41676	0.006251418	0.0055	0.00548493	0.123663391	137.4037675	1.07E+02	2.50E+02	138.16	107.95	251.81	4.29E-03	1.00E-02
10	181.8	14.9	0.44788	0.006718239	0.0055	0.00548493	0.123663391	137.4037675	1.07E+02	2.50E+02	138.16	107.95	251.81	4.29E-03	1.00E-02
10	181.9	15	0.47921	0.007188145	0.0061	0.00608147	0.13426311	149.1812333	1.17E+02	2.72E+02	150.09	117.27	273.56	4.75E-03	1.11E-02
10	182	15.1	0.51062	0.007659282	0.0075	0.007472015	0.151165365	167.9615166	1.31E+02	3.06E+02	169.22	132.22	308.43	5.84E-03	1.36E-02
10	182.1	15.2	0.54199	0.00812979	0.0082	0.008166563	0.157690718	175.2119085	1.37E+02	3.19E+02	176.65	138.02	321.96	6.38E-03	1.49E-02
10	182.2	15.3	0.57319	0.008597813	0.0088	0.008761506	0.162974662	181.0829575	1.41E+02	3.30E+02	182.68	142.73	332.95	6.85E-03	1.60E-02
10	182.3	15.4	0.60410	0.009061504	0.0095	0.009455159	0.168481423	187.2015808	1.46E+02	3.41E+02	188.98	147.66	344.44	7.39E-03	1.72E-02
10	182.4	15.5	0.63460	0.009519031	0.0102	0.010148331	0.172746775	191.9408614	1.50E+02	3.50E+02	193.90	151.50	353.40	7.93E-03	1.85E-02
10	182.5	15.6	0.66457	0.009968591	0.0108	0.010742097	0.176025367	195.5837412	1.53E+02	3.56E+02	197.70	154.47	360.32	8.39E-03	1.96E-02
20	182.6	15.7	0.69389	0.010408408	0.0113	0.011236632	0.179081142	198.9790466	1.55E+02	3.63E+02	201.23	157.23	366.76	8.78E-03	2.05E-02
20	182.7	15.8	0.72245	0.010836747	0.0119	0.011829752	0.181723114	201.9145711	1.58E+02	3.68E+02	204.32	159.64	372.39	9.24E-03	2.16E-02
20	182.8	15.9	0.75013	0.011251918	0.0124	0.01232375	0.183760297	204.1781081	1.60E+02	3.72E+02	206.71	161.51	376.75	9.63E-03	2.25E-02
20	182.9	16	0.77682	0.011652281	0.0129	0.012817504	0.185574664	206.1940707	1.61E+02	3.76E+02	208.85	163.18	380.66	1.00E-02	2.34E-02
20	183	16.1	0.80242	0.012036257	0.0134	0.013311014	0.187007058	207.7856201	1.62E+02	3.79E+02	210.57	164.52	383.79	1.04E-02	2.43E-02
20	183.1	16.2	0.82682	0.012402331	0.0137	0.013607003	0.18802565	208.9173886	1.63E+02	3.81E+02	211.78	165.47	385.99	1.06E-02	2.48E-02
20	183.2	16.3	0.84994	0.012749057	0.0141	0.01400152	0.189267058	210.2967315	1.64E+02	3.83E+02	213.26	166.63	388.69	1.09E-02	2.55E-02
20	183.3	16.4	0.87167	0.013075068	0.0144	0.014297305	0.189458044	210.5089381	1.64E+02	3.84E+02	213.54	166.85	389.20	1.12E-02	2.61E-02
20	183.4	16.5	0.89194	0.013379076	0.0145	0.01439588	0.189458044	210.5089381	1.64E+02	3.84E+02	213.56	166.86	389.24	1.12E-02	2.62E-02
20	183.5	16.6	0.91066	0.013659883	0.0147	0.014593002	0.189871847	210.968719	1.65E+02	3.85E+02	214.07	167.26	390.17	1.14E-02	2.66E-02
20	183.6	16.7	0.92776	0.013916379	0.0148	0.014691549	0.190062833	211.1809256	1.65E+02	3.85E+02	214.31	167.44	390.60	1.15E-02	2.68E-02
20	183.7	16.8	0.94317	0.014147552	0.0149	0.014790085	0.190062833	211.1809256	1.65E+02	3.85E+02	214.33	167.46	390.64	1.16E-02	2.70E-02
20	183.8	16.9	0.95683	0.014352491	0.015	0.014888612	0.189267058	210.2967315	1.64E+02	3.83E+02	213.45	166.78	389.04	1.16E-02	2.71E-02
20	183.9	17	0.96869	0.014530386	0.0151	0.01498713	0.189267058	210.2967315	1.64E+02	3.83E+02	213.47	166.79	389.08	1.17E-02	2.73E-02
20	184	17.1	0.97870	0.014680536	0.0151	0.01498713	0.187834664	208.705182	1.63E+02	3.80E+02	211.86	165.53	386.13	1.17E-02	2.73E-02
20	184.1	17.2	0.98682	0.014802347	0.0151	0.01498713	0.185383678	205.9818641	1.61E+02	3.75E+02	209.09	163.37	381.09	1.17E-02	2.73E-02
20	184.2	17.3	0.99302	0.014895339	0.015	0.014888612	0.182741706	203.0463396	1.59E+02	3.70E+02	206.09	161.03	375.63	1.16E-02	2.71E-02
20	184.3	17.4	0.99728	0.014959145	0.015	0.014888612	0.178667339	198.5192657	1.55E+02	3.62E+02	201.50	157.44	367.25	1.16E-02	2.71E-02
20	184.4	17.5	0.99957	0.014993514	0.0149	0.014790085	0.174370156	193.7446174	1.51E+02	3.53E+02	196.63	153.63	358.38	1.16E-02	2.70E-02
20	184.5	17.6	0.99989	0.014998308	0.0149	0.014790085	0.169913817	188.7931303	1.48E+02	3.44E+02	191.61	149.71	349.22	1.16E-02	2.70E-02
20	184.6	17.7	0.99823	0.014973511	0.0148	0.014691549	0.163993253	182.214726	1.42E+02	3.32E+02	184.91	144.48	337.02	1.15E-02	2.68E-02
20	184.7	17.8	0.99461	0.014919219	0.0147	0.014593002	0.157276915	174.7521275	1.37E+02	3.19E+02	177.32	138.55	323.19	1.14E-02	2.66E-02
20	184.8	17.9	0.98904	0.014835646	0.0146	0.014494446	0.150146773	166.8297481	1.30E+02	3.04E+02	169.27	132.25	308.51	1.13E-02	2.64E-02
20	184.9	18	0.98154	0.014723123	0.0145	0.01439588	0.140979449	156.6438318	1.22E+02	2.86E+02	158.92	124.17	289.64	1.12E-02	2.62E-02
20	185	18.1	0.97214	0.014582094	0.0144	0.014297305	0.130984518	145.5383535	1.14E+02	2.65E+02	147.63	115.35	269.08	1.12E-02	2.61E-02
20	185.1	18.2	0.96087	0.014413115	0.0143	0.014198719	0.121212405	134.6804496	1.05E+02	2.45E+02	136.61	106.73	248.98	1.11E-02	2.59E-02
20	185.2	18.3	0.94779	0.014216853	0.0141	0.01400152	0.108575502	120.6394469	9.43E+01	2.20E+02	122.34	95.59	222.98	1.09E-02	2.55E-02
20	185.3	18.4	0.93294	0.013994083	0.014	0.013902905	0.095142825	105.71425	8.26E+01	1.93E+02	107.19	83.75	195.37	1.09E-02	2.53E-02
20	185.4	18.5	0.91638	0.013745684	0.0138	0.013705647	0.081487331	90.54147874	7.07E+01	1.65E+02	91.79	71.72	167.30	1.07E-02	2.50E-02
20	185.5	18.6	0.89818	0.013472635	0.0136	0.01350835	0.066622259	74.02473242	5.78E+01	1.35E+02	75.03	58.62	136.75	1.06E-02	2.46E-02
20	185.6	18.7	0.87840	0.013176016	0.0134	0.013311014	0.050515779	56.12864326	4.39E+01	1.02E+02	56.88	44.44	103.67	1.04E-02	2.43E-02
20	185.7	18.8	0.85713	0.012856996	0.0132	0.013113639	0.035841693	39.82410354	3.11E+01	7.26E+01	40.35	31.53	73.54	1.02E-02	2.39E-02
20	185.8	18.9	0.83446	0.012516834	0.013	0.012916225	0.020785636	23.09515063	1.80E+01	4.21E+01	23.40	18.28	42.64	1.01E-02	2.35E-02
20	185.9	19	0.81046	0.012156873	0.0127	0.012620031	0.004265352	4.739280528	3.70E+00	8.64E+00	4.80	3.75	8.75	9.86E-03	2.30E-02
20	186	19.1	0.78524	0.011778533	0.0124	0.01232375	-0.0122231	-13.58122181	-1.06E+01	-2.48E+01	-13.75	-10.74	-25.06	9.63E-03	2.25E-02
20	186.1	19.2	0.75889	0.011383308	0.0121	0.01202738	-0.029125355	-32.3615051	-2.53E+01	-5.90E+01	-32.75	-25.59	-59.70	9.40E-03	2.19E-02
20	186.2	19.3	0.73152	0.010972758	0.0118	0.011730923	-0.046855215	-52.06135027	-4.07E+01	-9.49E+01	-52.68	-41.16	-96.01	9.17E-03	2.14E-02
20	186.3	19.4	0.70323	0.010548502	0.0113	0.011236632	-0.064362259	-71.5136211	-5.59E+01	-1.30E+02	-72.32	-56.51	-131.81	8.78E-03	2.05E-02
20	186.4	19.5	0.67415	0.010112215	0.0108	0.010742097	-0.081296345	-90.32927215	-7.06E+01	-1.65E+02	-91.30	-71.34	-166.41	8.39E-03	1.96E-02
20	186.5	19.6	0.64437	0.009665619	0.0103	0.010247316	-0.095556628	-106.1740309	-8.30E+01	-1.94E+02	-107.27	-83.81	-195.51	8.01E-03	1.87E-02
20	186.6	19.7	0.61403	0.009210476	0.0097	0.009653257	-0.108798319	-120.8870212	-9.45E+01	-2.20E+02	-122.06	-95.37	-222.47	7.54E-03	1.76E-02
20	186.7	19.8	0.58324	0.008748582	0.0091	0.009058844	-0.121403391	-134.8926562	-1.05E+02	-2.46E+02	-136.12	-106.35	-248.09	7.08E-03	1.65E-02
20	186.8	19.9	0.55212	0.008281761	0.0084	0.008364916	-0.132416913	-147.1299029	-1.15E+02	-2.68E+02	-148.37	-115.92	-270.41	6.54E-03	1.52E-02
20	186.9	20	0.52079	0.007811855	0.0077	0.007670506	-0.141170435	-156.8560384	-1.23E+02	-2.86E+02	-158.06	-123.50	-288.09	5.99E-03	1.40E-02
20	187	20.1	0.48938	0.007340718	0.007	0.006975614	-0.149128182	-165.6979796	-1.29E+02	-3.02E+02	-166.86	-130.37	-304.12	5.45E-03	1.27E-02
20	187.1	20.2	0.45801	0.00687021	0.0063	0.006280238	-0.15584452	-173.1605781	-1.35E+02	-3.16E+02	-174.25	-136.15	-317.59	4.91E-03	1.14E-02
20	187.2	20.3	0.42681	0.006402187	0.0057	0.005683816	-0.161542267	-179.491408	-1.40E+02	-3.27E+02	-180.51	-141.04	-329.01	4.44E-03	1.04E-02
20	187.3	20.4	0.39590	0.005938496	0.005	0.004987542	-0.166635225	-185.1502505	-1.45E+02	-3.37E+02	-186.08	-145.39	-339.15	3.90E-03	9.09E-03
20	187.4	20.5	0.36540	0.005480969	0.0044	0.004390348	-0.170932409	-189.9248988	-1.48E+02	-3.46E+02	-190.76	-149.05	-347.68	3.43E-03	8.00E-03
20	187.5	20.6	0.33543	0.005031409	0.0038	0.003792798	-0.174592973	-193.9921917	-1.52E+02	-3.54E+02	-194.73	-152.15	-354.92	2.96E-03	6.91E-03
20	187.6	20.7	0.30611	0.004591592	0.0033	0.003294567	-0.177839733	-197.5997038	-1.54E+02	-3.60E+02	-198.25	-154.90	-361.34	2.57E-03	6.00E-03
20	287.7	20.8	0.27755	0.004163253	0.0029	0.002895803	-0.180099734	-200.1108151	-1.56E+02	-3.65E+02	-200.69	-156.81	-365.78	2.26E-03	5.28E-03
20	287.8	20.9	0.24987	0.003748082	0.0025	0.00249688	-0.1819141	-202.1267777	-1.58E+02	-3.68E+02	-202.63	-158.32	-369.32	1.95E-03	4.55E-03
20	287.9	21	0.22318	0.003347719	0.0021	0.002097798	-0.1841741	-204.6378891	-1.60E+02	-3.73E+02	-205.07	-160.23	-373.76	1.64E-03	3.82E-03
20	288	21.1	0.19758	0.002963743	0.0017	0.001698557	-0.185797481	-206.4416451	-1.61E+02	-3.76E+02	-206.79	-161.57	-376.90	1.33E-03	3.10E-03
20	288.1	21.2	0.17318	0.002597669	0.0014	0.001399021	-0.186816072	-207.5734136	-1.62E+02	-3.78E+02	-207.86	-162.41	-378.86	1.09E-03	2.55E-03
20	288.2	21.3	0.15006	0.002250943	0.0011	0.001099395	-0.187834664	-208.705182	-1.63E+02	-3.80E+02	-208.93	-163.25	-380.81	8.59E-04	2.00E-03
20	288.3	21.4	0.12833	0.001924932	0.0009	0.000899595	-0.188630439	-209.5893762	-1.64E+02	-3.82E+02	-209.78	-163.91	-382.34	7.03E-04	1.64E-03
20	288.4	21.5	0.10806	0.001620924	0.0006	0.00059982	-0.189044241	-210.0491571	-1.64E+02	-3.83E+02	-210.18	-164.22	-383.07	4.69E-04	1.09E-03
20	288.5	21.6	0.08934	0.001340117	0.0005	0.000499875	-0.189458044	-210.5089381	-1.64E+02	-3.84E+02	-210.61	-164.56	-383.87	3.91E-04	9.11E-04
20	288.6	21.7	0.07224	0.001083621	0.0003	0.000299955	-0.19028565	-211.4285	-1.65E+02	-3.85E+02	-211.49	-165.24	-385.47	2.34E-04	5.47E-04
20	288.7	21.8	0.05683	0.000852448	0.0002	0.00019998	-0.19028565	-211.4285	-1.65E+02	-3.85E+02	-211.47	-165.23	-385.43	1.56E-04	3.64E-04
20	288.8	21.9	0.04317	0.000647509	0.0001	9.9995E-05	-0.189871847	-210.968719	-1.65E+02	-3.85E+02	-210.99	-164.85	-384.55	7.81E-05	1.82E-04
20	288.9	22	0.03131	0.000469614	0.00001	0.00001	-0.189267058	-210.2967315	-1.64E+02	-3.83E+02	-210.30	-164.31	-383.29	0.00E+00	0.00E+00
20	289	22.1	0.02130	0.000319464	0.00001	0.00001	-0.188630439	-209.5893762	-1.64E+02	-3.82E+02	-209.59	-163.76	-382.00	0.00E+00	0.00E+00
20	289.1	22.2	0.01318	0.000197653	0.00001	0.00001	-0.18802565	-208.9173886	-1.63E+02	-3.81E+02	-208.92	-163.23	-380.78	0.00E+00	0.00E+00
20	289.2	22.3	0.00698	0.000104661	0.00001	0.00001	-0.187229875	-208.0331945	-1.63E+02	-3.79E+02	-208.03	-162.54	-379.16	0.00E+00	0.00E+00
20	289.3	22.4	0.00272	4.08546E-05	0.00001	0.00001	-0.184556072	-205.0623022	-1.60E+02	-3.74E+02	-205.06	-160.22	-373.75	0.00E+00	0.00E+00
20	289.4	22.5	0.00043	6.48637E-06	0.00001	0.00001	-0.180895508	-200.9950092	-1.57E+02	-3.66E+02	-201.00	-157.04	-366.34	0.00E+00	0.00E+00
20	289.5	22.6	0.00011	1.69157E-06	0.0001	9.9995E-05	-0.176216353	-195.7959478	-1.53E+02	-3.57E+02	-195.82	-153.00	-356.90	7.81E-05	1.82E-04
20	289.6	22.7	0.00177	2.64892E-05	0.0002	0.00019998	-0.170295789	-189.2175435	-1.48E+02	-3.45E+02	-189.26	-147.87	-344.94	1.56E-04	3.64E-04
20	289.7	22.8	0.00539	8.07813E-05	0.0002	0.00019998	-0.163802267	-182.0025194	-1.42E+02	-3.32E+02	-182.04	-142.23	-331.79	1.56E-04	3.64E-04
20	289.8	22.9	0.01096	0.000164354	0.0003	0.000299955	-0.155653534	-172.9483715	-1.35E+02	-3.15E+02	-173.00	-135.17	-315.31	2.34E-04	5.47E-04
20	289.9	23	0.01846	0.000276877	0.0004	0.00039992	-0.146868181	-163.1868683	-1.28E+02	-2.97E+02	-163.25	-127.55	-297.55	3.12E-04	7.29E-04
20	290	23.1	0.02786	0.000417906	0.0005	0.000499875	-0.137700857	-153.000952	-1.20E+02	-2.79E+02	-153.08	-119.60	-279.00	3.91E-04	9.11E-04
20	290.1	23.2	0.03913	0.000586885	0.0006	0.00059982	-0.12751494	-141.6832671	-1.11E+02	-2.58E+02	-141.77	-110.77	-258.39	4.69E-04	1.09E-03
20	290.2	23.3	0.05221	0.000783147	0.0008	0.00079968	-0.115705644	-128.5618263	-1.00E+02	-2.34E+02	-128.66	-100.53	-234.51	6.25E-04	1.46E-03
20	290.3	23.4	0.06706	0.001005917	0.0009	0.000899595	-0.103068741	-114.5208235	-8.95E+01	-2.09E+02	-114.62	-89.56	-208.92	7.03E-04	1.64E-03
20	290.4	23.5	0.08362	0.001254316	0.0011	0.001099395	-0.090845642	-100.9396017	-7.89E+01	-1.84E+02	-101.05	-78.95	-184.18	8.59E-04	2.00E-03
20	290.5	23.6	0.10182	0.001527365	0.0012	0.001199281	-0.07824057	-86.93396669	-6.79E+01	-1.58E+02	-87.04	-68.01	-158.64	9.37E-04	2.19E-03
20	290.6	23.7	0.12160	0.001823984	0.0014	0.001399021	-0.063152681	-70.16964602	-5.48E+01	-1.28E+02	-70.27	-54.90	-128.07	1.09E-03	2.55E-03
20	290.7	23.8	0.14287	0.002143004	0.0016	0.001598721	-0.047046201	-52.27355686	-4.08E+01	-9.53E+01	-52.36	-40.91	-95.43	1.25E-03	2.91E-03
20	290.8	23.9	0.16554	0.002483166	0.0018	0.001798382	-0.030971552	-34.41283547	-2.69E+01	-6.27E+01	-34.47	-26.94	-62.83	1.41E-03	3.28E-03
20	290.9	24	0.18954	0.002843127	0.0021	0.002097798	-0.01384648	-15.38497783	-1.20E+01	-2.80E+01	-15.42	-12.05	-28.10	1.64E-03	3.82E-03
20	291	24.1	0.21476	0.003221467	0.0023	0.002297359	0.004901972	5.44663583	4.26E+00	9.93E+00	5.46	4.27	9.95	1.79E-03	4.19E-03
20	291.1	24.2	0.24111	0.003616692	0.0027	0.002696362	0.024255213	26.95023703	2.11E+01	4.91E+01	27.02	21.11	49.25	2.11E-03	4.91E-03
20	291.2	24.3	0.26848	0.004027242	0.003	0.002995509	0.041953243	46.61471444	3.64E+01	8.50E+01	46.75	36.53	85.22	2.34E-03	5.46E-03
20	291.3	24.4	0.29677	0.004451498	0.0034	0.003394233	0.059269301	65.85477867	5.15E+01	1.20E+02	66.08	51.63	120.44	2.65E-03	6.19E-03
20	291.4	24.5	0.32585	0.004887785	0.0038	0.003792798	0.07598057	84.42285537	6.60E+01	1.54E+02	84.74	66.21	154.46	2.96E-03	6.91E-03
20	291.5	24.6	0.35563	0.005334381	0.0043	0.004290781	0.091482261	101.646957	7.94E+01	1.85E+02	102.08	79.76	186.06	3.35E-03	7.82E-03
20	291.6	24.7	0.38597	0.005789524	0.0048	0.004788517	0.105742544	117.4917158	9.18E+01	2.14E+02	118.06	92.24	215.17	3.74E-03	8.73E-03
20	291.7	24.8	0.41676	0.006251418	0.0054	0.005385472	0.118347616	131.4973508	1.03E+02	2.40E+02	132.21	103.30	240.96	4.21E-03	9.82E-03
20	291.8	24.9	0.44788	0.006718239	0.0054	0.005385472	0.118347616	131.4973508	1.03E+02	2.40E+02	132.21	103.30	240.96	4.21E-03	9.82E-03
20	291.9	25	0.47921	0.007188145	0.006	0.005982072	0.129965927	144.406585	1.13E+02	2.63E+02	145.27	113.51	264.78	4.67E-03	1.09E-02
20	292	25.1	0.51062	0.007659282	0.0067	0.006677655	0.139356068	154.8400757	1.21E+02	2.82E+02	155.88	121.79	284.10	5.22E-03	1.22E-02
20	292.1	25.2	0.54199	0.00812979	0.0073	0.007273484	0.147281984	163.6466493	1.28E+02	2.98E+02	164.84	128.80	300.44	5.68E-03	1.33E-02
20	292.2	25.3	0.57319	0.008597813	0.008	0.00796817	0.154412126	171.5690287	1.34E+02	3.13E+02	172.94	135.12	315.21	6.23E-03	1.45E-02
20	292.3	25.4	0.60410	0.009061504	0.0087	0.008662373	0.160746493	178.6072139	1.40E+02	3.26E+02	180.16	140.77	328.36	6.77E-03	1.58E-02
20	292.4	25.5	0.63460	0.009519031	0.0094	0.009356095	0.166030437	184.4782629	1.44E+02	3.36E+02	186.21	145.49	339.39	7.31E-03	1.71E-02
20	292.5	25.6	0.66457	0.009968591	0.01	0.009950331	0.170104803	189.0053369	1.48E+02	3.44E+02	190.90	149.15	347.93	7.77E-03	1.81E-02
20	292.6	25.7	0.69389	0.010408408	0.0106	0.010544214	0.173574381	192.8604233	1.51E+02	3.52E+02	194.90	152.28	355.24	8.24E-03	1.92E-02
30	292.7	25.8	0.72245	0.010836747	0.0113	0.011236632	0.177043959	196.7155097	1.54E+02	3.59E+02	198.94	155.44	362.59	8.78E-03	2.05E-02
30	292.8	25.9	0.75013	0.011251918	0.0119	0.011829752	0.179876917	199.8632408	1.56E+02	3.64E+02	202.24	158.02	368.61	9.24E-03	2.16E-02
30	292.9	26	0.77682	0.011652281	0.0124	0.01232375	0.181723114	201.9145711	1.58E+02	3.68E+02	204.42	159.72	372.58	9.63E-03	2.25E-02
30	293	26.1	0.80242	0.012036257	0.0128	0.012718772	0.18353748	203.9305337	1.59E+02	3.72E+02	206.54	161.38	376.44	9.94E-03	2.32E-02
30	293.1	26.2	0.82682	0.012402331	0.0132	0.013113639	0.184778889	205.3098766	1.60E+02	3.74E+02	208.02	162.53	379.14	1.02E-02	2.39E-02
30	293.2	26.3	0.84994	0.012749057	0.0135	0.013409687	0.185797481	206.4416451	1.61E+02	3.76E+02	209.23	163.48	381.34	1.05E-02	2.44E-02
30	293.3	26.4	0.87167	0.013075068	0.0139	0.013804281	0.187007058	207.7856201	1.62E+02	3.79E+02	210.67	164.61	383.98	1.08E-02	2.52E-02
30	293.4	26.5	0.89194	0.013379076	0.0142	0.014100124	0.187611847	208.4576077	1.63E+02	3.80E+02	211.42	165.19	385.33	1.10E-02	2.57E-02
30	293.5	26.6	0.91066	0.013659883	0.0144	0.014297305	0.18802565	208.9173886	1.63E+02	3.81E+02	211.93	165.58	386.26	1.12E-02	2.61E-02
30	293.6	26.7	0.92776	0.013916379	0.0146	0.014494446	0.188853255	209.8369505	1.64E+02	3.82E+02	212.90	166.35	388.04	1.13E-02	2.64E-02
30	293.7	26.8	0.94317	0.014147552	0.0148	0.014691549	0.188630439	209.5893762	1.64E+02	3.82E+02	212.69	166.18	387.65	1.15E-02	2.68E-02
30	293.8	26.9	0.95683	0.014352491	0.0149	0.014790085	0.187834664	208.705182	1.63E+02	3.80E+02	211.81	165.50	386.06	1.16E-02	2.70E-02
30	293.9	27	0.96869	0.014530386	0.015	0.014888612	0.187611847	208.4576077	1.63E+02	3.80E+02	211.58	165.32	385.64	1.16E-02	2.71E-02
30	294	27.1	0.97870	0.014680536	0.015	0.014888612	0.187229875	208.0331945	1.63E+02	3.79E+02	211.15	164.98	384.85	1.16E-02	2.71E-02
30	294.1	27.2	0.98682	0.014802347	0.015	0.014888612	0.185574664	206.1940707	1.61E+02	3.76E+02	209.29	163.52	381.45	1.16E-02	2.71E-02
30	294.2	27.3	0.99302	0.014895339	0.015	0.014888612	0.183760297	204.1781081	1.60E+02	3.72E+02	207.24	161.92	377.72	1.16E-02	2.71E-02
30	294.3	27.4	0.99728	0.014959145	0.015	0.014888612	0.181118325	201.2425836	1.57E+02	3.67E+02	204.26	159.60	372.29	1.16E-02	2.71E-02
30	294.4	27.5	0.99957	0.014993514	0.0149	0.014790085	0.177648747	197.3874972	1.54E+02	3.60E+02	200.33	156.52	365.12	1.16E-02	2.70E-02
30	294.5	27.6	0.99989	0.014998308	0.0149	0.014790085	0.175388747	194.8763859	1.52E+02	3.55E+02	197.78	154.53	360.48	1.16E-02	2.70E-02
30	294.6	27.7	0.99823	0.014973511	0.0148	0.014691549	0.170295789	189.2175435	1.48E+02	3.45E+02	192.02	150.03	349.98	1.15E-02	2.68E-02
30	294.7	27.8	0.99461	0.014919219	0.0148	0.014691549	0.165425648	183.8062754	1.44E+02	3.35E+02	186.53	145.74	339.97	1.15E-02	2.68E-02
30	294.8	27.9	0.98904	0.014835646	0.0147	0.014593002	0.159314098	177.0156645	1.38E+02	3.23E+02	179.62	140.34	327.37	1.14E-02	2.66E-02
30	294.9	28	0.98154	0.014723123	0.0146	0.014494446	0.15196114	168.8457107	1.32E+02	3.08E+02	171.31	133.85	312.23	1.13E-02	2.64E-02
